booking_id,booking_date,hotel_type,location,demand,star_rating,ac_type,lead_time,stay_duration,price_per_night,total_cost,is_canceled
26626,2025-10-24,City,Bengaluru,Very High,4,ac,46,5,6339,31695,1
26627,2025-11-10,Resort,Udaipur,Very High,3,ac,26,6,2582,15492,0
26628,2024-02-09,Resort,Mahabaleshwar,Medium,normal,nonac,9,9,575,5175,0
26629,2025-10-01,City,Chandigarh,Medium,4,ac,40,1,3934,3934,1
26630,2025-01-17,City,Delhi,Very High,4,nonac,28,1,4310,4310,0
26631,2025-09-26,City,Ahmedabad,Medium,3,nonac,35,6,1439,8634,0
26632,2024-01-22,City,Delhi,Very High,4,nonac,93,7,5559,38913,0
26633,2024-03-04,Resort,Kodaikanal,Low,normal,ac,97,7,520,3640,0
26634,2025-01-02,Resort,Mussoorie,Medium,4,nonac,14,5,3445,17225,0
26635,2025-02-02,Resort,Darjeeling,High,5,ac,15,9,12407,111663,0
26636,2024-05-10,Resort,Manali,Very High,3,ac,52,7,4274,29918,1
26637,2025-12-13,Resort,Shimla,Very High,4,nonac,19,6,6328,37968,0
26638,2024-02-28,City,Indore,Low,4,ac,97,2,2347,4694,1
26639,2025-03-02,City,Pune,High,normal,nonac,8,8,801,6408,0
26640,2025-11-27,City,Delhi,Very High,normal,ac,98,4,1876,7504,0
26641,2024-04-01,City,Hyderabad,High,4,nonac,27,6,2993,17958,1
26642,2024-11-07,Resort,Ooty,High,normal,ac,30,2,1152,2304,0
26643,2025-06-09,Resort,Kasauli,Medium,5,ac,46,3,9660,28980,0
26644,2025-01-03,Resort,Ooty,High,5,ac,24,9,9733,87597,1
26645,2024-08-26,City,Lucknow,Medium,3,ac,96,2,1606,3212,1
26646,2025-11-05,City,Pune,High,3,ac,36,2,2714,5428,0
26647,2024-03-25,Resort,Ooty,High,4,ac,3,3,5654,16962,0
26648,2024-07-25,Resort,Goa,Very High,4,ac,37,1,7807,7807,0
26649,2025-07-03,City,Bhopal,Low,normal,nonac,46,6,450,2700,0
26650,2025-02-06,Resort,Lonavala,Medium,normal,nonac,40,8,431,3448,0
26651,2025-07-15,Resort,Rishikesh,High,4,ac,65,6,5750,34500,0
26652,2024-09-18,City,Hyderabad,High,4,ac,67,7,5268,36876,0
26653,2024-08-12,City,Chandigarh,Medium,normal,nonac,91,7,623,4361,0
26654,2025-02-04,Resort,Rishikesh,High,4,ac,96,9,6038,54342,0
26655,2024-06-29,Resort,Ooty,High,5,ac,52,7,11519,80633,1
26656,2025-05-27,City,Delhi,Very High,normal,nonac,96,8,1517,12136,0
26657,2025-03-27,Resort,Mussoorie,Medium,3,ac,81,7,1452,10164,1
26658,2024-05-31,Resort,Andaman Islands,High,5,nonac,43,4,7935,31740,0
26659,2024-08-20,Resort,Munnar,High,3,nonac,99,9,2278,20502,0
26660,2024-08-10,City,Delhi,Very High,3,nonac,96,3,2064,6192,0
26661,2025-04-19,Resort,Shimla,Very High,4,nonac,18,3,4668,14004,0
26662,2025-06-19,City,Chennai,High,3,ac,36,1,3476,3476,1
26663,2024-05-08,Resort,Kasauli,Medium,4,ac,92,7,4038,28266,1
26664,2025-05-11,Resort,Coorg,High,normal,nonac,40,7,999,6993,0
26665,2025-01-24,City,Chandigarh,Medium,3,nonac,60,1,1574,1574,1
26666,2025-10-05,City,Kochi,Medium,3,ac,61,6,2148,12888,1
26667,2025-01-06,Resort,Rishikesh,High,5,nonac,7,2,8950,17900,1
26668,2024-05-02,Resort,Kasauli,Medium,3,nonac,58,6,1287,7722,1
26669,2025-06-01,City,Chandigarh,Medium,4,ac,96,1,3419,3419,0
26670,2024-09-28,City,Surat,Medium,normal,nonac,75,2,608,1216,1
26671,2025-07-30,City,Mumbai,Very High,5,nonac,28,3,10322,30966,0
26672,2024-06-07,City,Surat,Medium,normal,ac,26,8,1018,8144,0
26673,2024-11-26,Resort,Goa,Very High,normal,ac,44,2,1414,2828,0
26674,2024-06-20,Resort,Rishikesh,High,normal,ac,78,6,942,5652,0
26675,2025-12-30,Resort,Udaipur,Very High,5,ac,25,1,14439,14439,0
26676,2024-09-05,City,Chandigarh,Medium,4,nonac,87,2,2295,4590,0
26677,2024-03-17,Resort,Manali,Very High,5,ac,79,2,11327,22654,1
26678,2024-07-28,City,Kochi,Medium,normal,nonac,95,1,561,561,0
26679,2025-04-01,Resort,Mussoorie,Medium,4,ac,94,2,3986,7972,0
26680,2025-12-13,City,Delhi,Very High,3,nonac,29,6,2388,14328,0
26681,2025-02-19,City,Kolkata,High,4,ac,93,3,5208,15624,0
26682,2024-04-12,Resort,Munnar,High,3,ac,61,2,3417,6834,1
26683,2024-07-18,City,Delhi,Very High,4,ac,44,9,7795,70155,1
26684,2024-09-07,Resort,Goa,Very High,5,ac,11,8,15019,120152,0
26685,2024-05-04,Resort,Goa,Very High,3,ac,83,1,2741,2741,0
26686,2024-03-04,Resort,Darjeeling,High,5,ac,35,7,12237,85659,0
26687,2024-08-01,Resort,Ooty,High,4,nonac,19,5,4164,20820,0
26688,2025-11-20,City,Jaipur,Medium,5,ac,13,1,9873,9873,0
26689,2025-05-31,City,Chennai,High,4,ac,89,6,7129,42774,0
26690,2024-07-15,Resort,Lonavala,Medium,3,ac,39,8,2033,16264,1
26691,2024-03-02,Resort,Darjeeling,High,normal,ac,74,5,1366,6830,1
26692,2024-08-27,City,Ahmedabad,Medium,4,nonac,8,4,3247,12988,0
26693,2025-11-09,Resort,Mahabaleshwar,Medium,normal,ac,71,3,875,2625,1
26694,2024-01-15,City,Indore,Low,normal,nonac,88,6,447,2682,1
26695,2024-01-09,City,Delhi,Very High,3,ac,37,8,4034,32272,0
26696,2024-07-16,City,Bengaluru,Very High,4,ac,30,9,5827,52443,0
26697,2025-10-05,City,Indore,Low,4,ac,18,1,2301,2301,0
26698,2025-03-18,City,Delhi,Very High,4,ac,74,3,6533,19599,0
26699,2025-11-28,City,Hyderabad,High,4,nonac,5,2,3861,7722,0
26700,2025-08-01,City,Delhi,Very High,4,ac,36,3,7094,21282,1
26701,2024-08-25,City,Mumbai,Very High,4,ac,93,2,4918,9836,0
26702,2025-04-19,City,Jaipur,Medium,4,ac,9,4,2874,11496,0
26703,2025-07-08,Resort,Mussoorie,Medium,3,ac,33,4,1833,7332,0
26704,2024-03-25,City,Pune,High,normal,ac,32,1,1508,1508,0
26705,2025-10-25,City,Bengaluru,Very High,4,ac,74,1,8983,8983,1
26706,2025-06-07,City,Pune,High,normal,ac,18,3,1543,4629,1
26707,2024-08-18,City,Chandigarh,Medium,5,ac,81,8,10272,82176,0
26708,2025-04-01,City,Hyderabad,High,4,ac,10,6,4471,26826,0
26709,2025-11-15,City,Bhopal,Low,4,ac,53,3,2109,6327,0
26710,2025-01-19,Resort,Mussoorie,Medium,3,ac,2,5,2562,12810,1
26711,2025-04-26,Resort,Goa,Very High,4,ac,78,5,8813,44065,0
26712,2025-03-25,Resort,Ooty,High,3,nonac,85,1,1417,1417,0
26713,2024-04-24,City,Delhi,Very High,3,ac,54,2,2599,5198,0
26714,2024-12-16,City,Ahmedabad,Medium,4,ac,97,4,5031,20124,1
26715,2024-06-23,City,Lucknow,Medium,3,ac,69,7,1778,12446,0
26716,2025-07-14,Resort,Andaman Islands,High,normal,ac,55,4,1544,6176,0
26717,2024-02-29,City,Kochi,Medium,3,ac,46,9,2187,19683,1
26718,2025-02-18,City,Bhopal,Low,normal,nonac,98,8,352,2816,1
26719,2024-08-22,City,Chennai,High,3,ac,53,7,2043,14301,1
26720,2024-04-25,Resort,Munnar,High,normal,nonac,11,6,828,4968,1
26721,2024-06-30,Resort,Darjeeling,High,3,nonac,77,2,1478,2956,0
26722,2024-10-05,Resort,Mussoorie,Medium,4,nonac,29,7,1981,13867,1
26723,2025-07-27,City,Surat,Medium,5,nonac,11,5,6160,30800,1
26724,2025-08-02,City,Bengaluru,Very High,normal,ac,59,7,1780,12460,0
26725,2025-05-18,Resort,Ooty,High,3,ac,8,5,2016,10080,0
26726,2025-11-06,City,Hyderabad,High,normal,ac,52,4,1199,4796,0
26727,2024-12-13,City,Bengaluru,Very High,normal,ac,97,5,2289,11445,0
26728,2025-02-21,Resort,Kasauli,Medium,3,ac,46,2,2547,5094,0
26729,2024-12-01,Resort,Andaman Islands,High,3,ac,96,6,3267,19602,0
26730,2025-07-22,Resort,Ooty,High,3,ac,6,3,2740,8220,0
26731,2025-08-17,Resort,Manali,Very High,normal,nonac,66,1,929,929,0
26732,2024-09-24,City,Mumbai,Very High,3,ac,29,6,3309,19854,0
26733,2025-01-18,City,Bengaluru,Very High,3,ac,35,6,3575,21450,1
26734,2024-02-10,Resort,Rishikesh,High,3,nonac,32,6,1480,8880,0
26735,2024-05-13,Resort,Goa,Very High,5,nonac,86,4,12461,49844,0
26736,2024-10-07,Resort,Mussoorie,Medium,3,ac,47,9,2416,21744,1
26737,2024-01-26,Resort,Ooty,High,3,ac,4,3,2741,8223,0
26738,2024-11-25,Resort,Shimla,Very High,3,ac,34,7,3593,25151,0
26739,2025-06-06,City,Delhi,Very High,3,ac,90,2,4011,8022,0
26740,2025-01-03,Resort,Ooty,High,5,ac,34,6,9902,59412,0
26741,2025-09-16,Resort,Coorg,High,5,ac,48,8,8927,71416,1
26742,2025-12-08,City,Mumbai,Very High,3,ac,69,6,3293,19758,0
26743,2025-01-21,City,Pune,High,normal,ac,35,7,1283,8981,1
26744,2024-05-10,Resort,Goa,Very High,5,ac,39,2,12052,24104,0
26745,2024-10-19,City,Ahmedabad,Medium,normal,ac,49,8,876,7008,0
26746,2024-09-16,Resort,Mussoorie,Medium,3,ac,79,5,1702,8510,0
26747,2025-09-21,City,Kolkata,High,normal,nonac,11,2,994,1988,0
26748,2025-09-03,Resort,Rishikesh,High,3,nonac,19,3,1438,4314,1
26749,2024-03-22,City,Chennai,High,3,ac,11,5,2031,10155,0
26750,2025-04-10,City,Hyderabad,High,3,ac,31,4,3047,12188,1
26751,2024-04-10,City,Lucknow,Medium,4,ac,2,3,3083,9249,1
26752,2025-07-23,City,Bengaluru,Very High,4,ac,25,5,5291,26455,0
26753,2024-07-04,City,Chennai,High,5,nonac,31,7,7553,52871,1
26754,2024-12-18,City,Delhi,Very High,3,nonac,37,2,2219,4438,1
26755,2024-05-07,Resort,Ooty,High,4,nonac,9,2,5190,10380,0
26756,2024-04-08,City,Ahmedabad,Medium,3,nonac,10,1,1128,1128,0
26757,2025-05-23,Resort,Shimla,Very High,normal,ac,60,5,1456,7280,0
26758,2025-10-26,Resort,Ooty,High,normal,ac,1,6,1518,9108,0
26759,2025-09-15,Resort,Munnar,High,3,nonac,51,5,1633,8165,0
26760,2024-09-07,City,Jaipur,Medium,4,ac,61,6,4583,27498,0
26761,2025-06-30,Resort,Udaipur,Very High,normal,nonac,21,7,1088,7616,0
26762,2025-04-01,City,Ahmedabad,Medium,4,nonac,52,7,3449,24143,0
26763,2024-10-24,Resort,Manali,Very High,4,ac,54,8,7441,59528,1
26764,2025-04-05,Resort,Rishikesh,High,normal,nonac,95,6,692,4152,0
26765,2024-01-10,City,Lucknow,Medium,normal,ac,22,1,798,798,0
26766,2025-09-27,City,Delhi,Very High,normal,ac,63,4,1549,6196,0
26767,2025-06-03,City,Kolkata,High,4,nonac,65,3,5178,15534,1
26768,2024-12-20,City,Kochi,Medium,3,ac,57,9,1622,14598,0
26769,2024-01-31,Resort,Munnar,High,3,ac,92,4,3479,13916,1
26770,2024-06-19,Resort,Udaipur,Very High,normal,ac,3,8,1917,15336,0
26771,2025-03-29,City,Jaipur,Medium,3,nonac,16,6,1319,7914,1
26772,2025-04-06,Resort,Rishikesh,High,4,nonac,72,9,5053,45477,0
26773,2024-02-29,Resort,Mussoorie,Medium,normal,nonac,24,7,352,2464,1
26774,2025-08-11,Resort,Munnar,High,5,ac,53,4,10164,40656,0
26775,2025-10-01,City,Mumbai,Very High,normal,nonac,52,2,1152,2304,0
26776,2025-01-04,Resort,Shimla,Very High,4,nonac,4,6,5469,32814,0
26777,2025-03-03,City,Lucknow,Medium,normal,ac,60,5,736,3680,1
26778,2025-10-02,Resort,Munnar,High,normal,nonac,45,8,651,5208,0
26779,2024-06-30,City,Chennai,High,3,nonac,64,3,1476,4428,0
26780,2024-11-22,City,Hyderabad,High,4,ac,7,4,6193,24772,0
26781,2024-03-16,Resort,Rishikesh,High,normal,nonac,65,3,774,2322,0
26782,2025-12-09,City,Delhi,Very High,3,ac,76,9,3198,28782,0
26783,2024-08-01,Resort,Goa,Very High,3,ac,69,6,3866,23196,1
26784,2024-01-29,City,Ahmedabad,Medium,3,ac,33,5,1586,7930,0
26785,2025-09-18,Resort,Kasauli,Medium,5,ac,89,8,6195,49560,0
26786,2024-06-12,City,Chandigarh,Medium,3,nonac,56,6,1589,9534,0
26787,2025-09-19,City,Bengaluru,Very High,5,nonac,89,2,9579,19158,1
26788,2025-05-11,Resort,Mahabaleshwar,Medium,3,ac,26,3,2463,7389,0
26789,2024-12-26,City,Mumbai,Very High,4,nonac,21,3,5389,16167,1
26790,2024-10-22,City,Jaipur,Medium,3,nonac,64,9,1748,15732,1
26791,2024-10-02,Resort,Munnar,High,normal,ac,30,2,1558,3116,0
26792,2025-08-02,Resort,Manali,Very High,normal,ac,30,9,1758,15822,0
26793,2025-04-17,City,Ahmedabad,Medium,3,ac,88,1,1919,1919,0
26794,2024-03-17,Resort,Rishikesh,High,5,nonac,99,2,10272,20544,1
26795,2025-01-18,City,Lucknow,Medium,normal,nonac,44,8,367,2936,0
26796,2025-12-04,City,Chennai,High,4,ac,59,6,5065,30390,0
26797,2024-08-24,City,Delhi,Very High,3,ac,82,5,3667,18335,0
26798,2025-04-04,City,Lucknow,Medium,4,nonac,19,9,2941,26469,1
26799,2024-04-17,Resort,Shimla,Very High,normal,ac,56,8,1788,14304,0
26800,2024-03-28,City,Kochi,Medium,normal,ac,19,7,972,6804,0
26801,2025-02-27,Resort,Lonavala,Medium,normal,ac,61,5,759,3795,0
26802,2025-07-06,Resort,Coorg,High,normal,nonac,9,3,693,2079,0
26803,2024-06-05,Resort,Goa,Very High,normal,nonac,3,6,1502,9012,0
26804,2024-12-18,City,Chandigarh,Medium,normal,nonac,63,8,587,4696,0
26805,2025-07-16,Resort,Andaman Islands,High,3,ac,51,1,3512,3512,1
26806,2024-01-30,Resort,Goa,Very High,3,ac,82,8,3382,27056,1
26807,2024-05-02,City,Chennai,High,5,nonac,36,3,9812,29436,1
26808,2025-06-03,City,Chennai,High,5,nonac,59,9,9175,82575,0
26809,2024-07-17,City,Kochi,Medium,3,nonac,49,4,1795,7180,1
26810,2024-12-04,Resort,Goa,Very High,normal,ac,24,5,1385,6925,0
26811,2024-09-19,Resort,Ooty,High,5,ac,72,1,12286,12286,0
26812,2025-08-08,City,Bengaluru,Very High,3,nonac,57,2,2641,5282,0
26813,2024-07-02,Resort,Rishikesh,High,5,ac,86,3,8361,25083,0
26814,2025-01-06,City,Chennai,High,3,nonac,23,1,2589,2589,0
26815,2025-09-10,Resort,Shimla,Very High,5,nonac,72,1,7854,7854,1
26816,2024-02-29,City,Delhi,Very High,3,ac,83,8,3986,31888,0
26817,2025-03-22,Resort,Manali,Very High,4,nonac,46,2,3731,7462,0
26818,2024-10-08,City,Lucknow,Medium,3,ac,63,3,2467,7401,0
26819,2025-03-26,City,Delhi,Very High,normal,ac,74,6,1490,8940,1
26820,2025-03-10,Resort,Shimla,Very High,4,nonac,55,9,3870,34830,0
26821,2025-04-24,City,Mumbai,Very High,normal,ac,20,5,2283,11415,0
26822,2025-10-06,City,Bengaluru,Very High,3,nonac,91,3,2372,7116,0
26823,2025-10-07,Resort,Lonavala,Medium,5,ac,5,2,5677,11354,0
26824,2024-07-09,City,Kochi,Medium,3,ac,84,1,1612,1612,0
26825,2025-03-03,Resort,Rishikesh,High,normal,ac,47,6,1384,8304,0
26826,2024-01-11,City,Chennai,High,normal,ac,66,2,1446,2892,0
26827,2024-04-10,City,Kolkata,High,normal,ac,80,1,1080,1080,0
26828,2025-10-24,City,Delhi,Very High,3,ac,55,6,3802,22812,0
26829,2024-01-23,Resort,Rishikesh,High,normal,ac,59,2,1492,2984,0
26830,2024-07-31,City,Delhi,Very High,4,ac,31,7,7566,52962,0
26831,2025-08-07,Resort,Lonavala,Medium,4,ac,81,9,5108,45972,1
26832,2024-08-15,Resort,Manali,Very High,normal,ac,22,8,1867,14936,0
26833,2024-02-24,City,Mumbai,Very High,3,nonac,16,7,1773,12411,1
26834,2025-04-01,Resort,Lonavala,Medium,3,nonac,11,3,1498,4494,1
26835,2025-10-02,Resort,Munnar,High,3,ac,11,8,3385,27080,0
26836,2025-04-18,City,Mumbai,Very High,3,nonac,54,4,2883,11532,1
26837,2025-07-24,City,Chandigarh,Medium,5,ac,49,5,5727,28635,0
26838,2025-05-20,City,Kochi,Medium,5,ac,1,9,7475,67275,0
26839,2025-01-10,Resort,Udaipur,Very High,3,ac,92,8,2858,22864,1
26840,2025-03-28,Resort,Goa,Very High,3,ac,46,9,3264,29376,1
26841,2024-03-01,City,Delhi,Very High,3,ac,62,1,3684,3684,1
26842,2024-05-23,City,Pune,High,3,nonac,91,4,1797,7188,0
26843,2025-10-28,Resort,Andaman Islands,High,normal,ac,68,2,1526,3052,1
26844,2024-10-18,City,Kolkata,High,3,ac,84,7,3587,25109,1
26845,2024-03-23,Resort,Shimla,Very High,3,ac,6,5,4167,20835,1
26846,2025-05-29,City,Bengaluru,Very High,3,ac,77,9,4146,37314,0
26847,2024-08-21,Resort,Udaipur,Very High,3,ac,21,3,3050,9150,1
26848,2024-03-27,Resort,Lonavala,Medium,5,ac,31,2,6290,12580,1
26849,2025-12-27,City,Bengaluru,Very High,4,ac,48,5,5374,26870,1
26850,2025-10-28,City,Surat,Medium,4,nonac,41,2,3144,6288,0
26851,2025-04-11,City,Bhopal,Low,5,ac,96,7,5712,39984,0
26852,2024-12-22,City,Ahmedabad,Medium,4,ac,46,9,4287,38583,0
26853,2025-05-10,City,Chandigarh,Medium,5,ac,76,5,6448,32240,1
26854,2024-11-12,Resort,Coorg,High,4,ac,50,3,7097,21291,1
26855,2024-04-01,City,Delhi,Very High,normal,ac,23,2,1308,2616,0
26856,2024-07-05,City,Delhi,Very High,normal,ac,36,7,1682,11774,0
26857,2025-04-29,Resort,Darjeeling,High,normal,ac,32,7,1001,7007,0
26858,2024-12-17,Resort,Ooty,High,3,ac,39,2,3002,6004,1
26859,2025-01-29,City,Pune,High,3,ac,88,9,3227,29043,0
26860,2025-02-11,Resort,Shimla,Very High,4,ac,55,7,5143,36001,0
26861,2025-12-16,Resort,Kodaikanal,Low,3,nonac,42,6,908,5448,0
26862,2024-12-19,Resort,Mussoorie,Medium,4,ac,72,9,4267,38403,1
26863,2024-01-23,City,Mumbai,Very High,5,ac,32,8,14099,112792,0
26864,2024-01-26,City,Jaipur,Medium,normal,nonac,88,6,408,2448,0
26865,2024-11-05,Resort,Mussoorie,Medium,normal,ac,5,1,626,626,0
26866,2025-11-30,Resort,Udaipur,Very High,5,nonac,76,1,10074,10074,0
26867,2025-04-07,Resort,Manali,Very High,normal,ac,96,3,1406,4218,0
26868,2024-06-10,City,Mumbai,Very High,normal,ac,1,7,1792,12544,0
26869,2024-03-12,Resort,Kasauli,Medium,3,nonac,99,1,1648,1648,0
26870,2025-04-14,Resort,Shimla,Very High,normal,ac,96,9,1349,12141,1
26871,2025-02-20,City,Jaipur,Medium,4,ac,79,6,5036,30216,0
26872,2024-06-23,City,Kochi,Medium,4,ac,34,7,3434,24038,0
26873,2024-08-25,Resort,Coorg,High,normal,ac,34,7,1346,9422,1
26874,2024-05-12,Resort,Udaipur,Very High,3,nonac,8,1,2942,2942,0
26875,2025-06-03,City,Lucknow,Medium,normal,nonac,47,5,499,2495,0
26876,2025-06-14,Resort,Darjeeling,High,normal,nonac,57,6,662,3972,0
26877,2025-04-06,Resort,Manali,Very High,3,ac,79,1,2992,2992,0
26878,2025-11-05,Resort,Rishikesh,High,4,nonac,2,4,5162,20648,0
26879,2025-06-23,Resort,Manali,Very High,3,nonac,25,7,2840,19880,0
26880,2025-09-23,Resort,Shimla,Very High,4,nonac,63,2,5826,11652,0
26881,2024-07-14,City,Hyderabad,High,4,ac,62,5,5908,29540,1
26882,2024-11-21,City,Bengaluru,Very High,5,ac,14,1,14753,14753,0
26883,2025-12-27,Resort,Udaipur,Very High,4,ac,25,5,7743,38715,0
26884,2024-03-12,City,Mumbai,Very High,normal,ac,2,6,2039,12234,0
26885,2025-11-06,Resort,Mahabaleshwar,Medium,4,nonac,52,6,2739,16434,1
26886,2024-04-30,Resort,Manali,Very High,normal,ac,91,7,1285,8995,0
26887,2025-08-06,City,Surat,Medium,normal,nonac,81,7,469,3283,0
26888,2024-07-11,Resort,Goa,Very High,4,ac,72,8,8680,69440,1
26889,2024-05-19,City,Jaipur,Medium,5,ac,8,7,6337,44359,1
26890,2024-07-25,City,Hyderabad,High,normal,ac,45,2,1155,2310,0
26891,2025-09-14,City,Bhopal,Low,3,nonac,60,6,1072,6432,0
26892,2024-09-24,Resort,Coorg,High,4,nonac,88,6,3641,21846,1
26893,2025-05-30,City,Bengaluru,Very High,5,ac,97,8,13816,110528,1
26894,2024-05-14,Resort,Munnar,High,3,ac,92,4,2875,11500,0
26895,2024-12-11,City,Indore,Low,4,ac,14,5,2523,12615,0
26896,2024-03-30,City,Kolkata,High,5,nonac,73,4,5897,23588,0
26897,2025-10-20,City,Bengaluru,Very High,3,ac,81,4,2807,11228,1
26898,2025-07-22,Resort,Coorg,High,4,ac,3,1,4005,4005,1
26899,2025-04-06,City,Jaipur,Medium,4,nonac,11,9,2593,23337,0
26900,2024-01-10,City,Delhi,Very High,4,ac,23,8,8813,70504,0
26901,2025-05-16,Resort,Shimla,Very High,3,nonac,41,3,2362,7086,1
26902,2025-04-18,City,Lucknow,Medium,4,ac,19,8,4022,32176,0
26903,2024-09-24,City,Delhi,Very High,3,nonac,72,9,3085,27765,0
26904,2024-09-20,City,Kolkata,High,4,ac,53,6,6035,36210,0
26905,2024-09-29,City,Jaipur,Medium,3,nonac,72,8,1277,10216,0
26906,2024-10-14,Resort,Mahabaleshwar,Medium,normal,ac,82,2,1025,2050,1
26907,2024-08-04,City,Chandigarh,Medium,4,ac,86,7,5166,36162,0
26908,2025-12-10,City,Hyderabad,High,3,ac,44,2,2984,5968,0
26909,2025-12-11,Resort,Darjeeling,High,normal,nonac,7,5,975,4875,1
26910,2024-12-04,Resort,Mahabaleshwar,Medium,5,nonac,53,2,6406,12812,1
26911,2024-02-20,Resort,Rishikesh,High,normal,nonac,20,5,830,4150,0
26912,2025-08-29,Resort,Rishikesh,High,3,ac,9,9,3192,28728,0
26913,2024-10-16,Resort,Munnar,High,4,nonac,64,9,2802,25218,0
26914,2025-03-26,Resort,Rishikesh,High,4,ac,40,5,4768,23840,0
26915,2025-01-21,Resort,Kasauli,Medium,normal,ac,43,2,826,1652,0
26916,2025-08-21,Resort,Shimla,Very High,normal,ac,67,2,1318,2636,0
26917,2025-01-25,Resort,Kasauli,Medium,normal,ac,27,8,840,6720,0
26918,2025-05-18,City,Lucknow,Medium,normal,ac,31,6,726,4356,0
26919,2025-06-30,Resort,Darjeeling,High,3,nonac,55,5,2182,10910,1
26920,2025-09-10,Resort,Kasauli,Medium,3,ac,56,4,1702,6808,1
26921,2024-07-27,Resort,Udaipur,Very High,normal,nonac,46,7,1185,8295,0
26922,2025-09-15,City,Jaipur,Medium,5,nonac,1,1,4292,4292,0
26923,2025-03-20,City,Bengaluru,Very High,4,ac,76,3,9029,27087,0
26924,2025-05-23,City,Pune,High,3,ac,64,4,2420,9680,0
26925,2024-03-12,City,Kochi,Medium,4,ac,75,3,5192,15576,1
26926,2024-06-12,City,Mumbai,Very High,3,ac,7,4,3777,15108,1
26927,2024-08-13,City,Chandigarh,Medium,3,ac,44,2,2102,4204,0
26928,2025-10-05,City,Chandigarh,Medium,5,ac,41,8,6079,48632,0
26929,2024-09-06,City,Chandigarh,Medium,4,ac,77,3,4359,13077,1
26930,2024-03-10,Resort,Darjeeling,High,3,nonac,45,1,2207,2207,0
26931,2025-05-10,Resort,Shimla,Very High,5,nonac,47,4,11582,46328,1
26932,2025-05-21,City,Mumbai,Very High,4,ac,98,6,5739,34434,1
26933,2025-05-01,Resort,Andaman Islands,High,3,ac,29,1,2281,2281,1
26934,2024-06-04,City,Mumbai,Very High,normal,ac,7,9,2210,19890,0
26935,2024-12-29,City,Kochi,Medium,3,nonac,97,9,1329,11961,0
26936,2025-02-07,Resort,Udaipur,Very High,5,nonac,36,8,8151,65208,1
26937,2024-04-23,Resort,Udaipur,Very High,normal,nonac,37,6,1215,7290,1
26938,2024-08-06,Resort,Rishikesh,High,normal,ac,76,7,1241,8687,0
26939,2025-09-24,City,Delhi,Very High,4,ac,2,9,7770,69930,0
26940,2025-09-16,Resort,Kasauli,Medium,3,nonac,3,5,1181,5905,0
26941,2024-04-02,City,Bengaluru,Very High,normal,ac,87,9,1611,14499,1
26942,2025-12-19,City,Jaipur,Medium,4,ac,28,4,3415,13660,0
26943,2024-08-31,City,Delhi,Very High,3,ac,22,5,3032,15160,0
26944,2025-11-24,Resort,Mussoorie,Medium,3,ac,12,4,2533,10132,1
26945,2025-04-14,City,Bhopal,Low,3,nonac,98,4,1037,4148,1
26946,2025-03-30,City,Chennai,High,4,ac,82,1,6016,6016,0
26947,2025-04-02,Resort,Goa,Very High,5,ac,97,7,14584,102088,1
26948,2025-03-31,City,Kolkata,High,4,ac,37,1,6486,6486,0
26949,2025-07-06,City,Chennai,High,4,ac,19,6,6270,37620,0
26950,2024-02-14,City,Chennai,High,3,ac,36,6,2499,14994,0
26951,2024-07-27,City,Mumbai,Very High,5,nonac,41,7,9776,68432,1
26952,2025-12-17,Resort,Coorg,High,3,ac,88,4,3059,12236,1
26953,2025-04-21,Resort,Manali,Very High,5,ac,33,3,10500,31500,0
26954,2024-09-10,City,Delhi,Very High,3,ac,89,5,2574,12870,0
26955,2025-04-19,City,Kochi,Medium,4,ac,2,6,3392,20352,0
26956,2025-09-17,Resort,Kasauli,Medium,5,nonac,6,7,4380,30660,0
26957,2024-12-26,City,Mumbai,Very High,3,nonac,1,5,1879,9395,1
26958,2024-09-09,Resort,Kasauli,Medium,5,nonac,21,5,6715,33575,0
26959,2024-07-16,City,Kolkata,High,3,nonac,53,8,1603,12824,1
26960,2024-08-31,City,Indore,Low,3,ac,82,4,1626,6504,0
26961,2024-08-22,Resort,Mussoorie,Medium,4,ac,77,9,4091,36819,0
26962,2024-05-30,Resort,Munnar,High,3,ac,13,9,3384,30456,0
26963,2025-06-26,City,Lucknow,Medium,4,nonac,19,1,2115,2115,1
26964,2024-03-30,City,Bengaluru,Very High,3,nonac,34,8,1971,15768,1
26965,2024-10-28,City,Chandigarh,Medium,3,ac,15,5,1661,8305,1
26966,2024-04-05,City,Indore,Low,4,ac,6,4,3078,12312,0
26967,2024-02-05,Resort,Andaman Islands,High,normal,ac,86,4,1298,5192,1
26968,2024-05-25,Resort,Shimla,Very High,normal,ac,55,6,1470,8820,1
26969,2024-11-02,City,Chennai,High,5,ac,67,8,11682,93456,1
26970,2025-05-14,City,Hyderabad,High,4,ac,58,6,4519,27114,1
26971,2025-04-07,Resort,Andaman Islands,High,5,nonac,34,6,6398,38388,1
26972,2024-12-08,City,Hyderabad,High,3,nonac,38,2,1706,3412,0
26973,2025-06-29,Resort,Mussoorie,Medium,4,ac,95,3,3257,9771,0
26974,2024-08-17,Resort,Mahabaleshwar,Medium,5,ac,46,2,6885,13770,1
26975,2025-02-06,Resort,Goa,Very High,3,ac,60,1,2518,2518,1
26976,2024-04-06,Resort,Mahabaleshwar,Medium,4,ac,23,1,3580,3580,1
